Date,Time,O3,CO,C6H6,SO2,NO2,NOx(GT),Pb,PM(2.5),PM(10),RH,AH,T
18/08/2007,06:00:00,995,-200,6.3,870,-200,-200,-200,1450,825,41.8,1.2149,23.8
18/08/2007,07:00:00,1138,-200,10.9,708,-200,-200,-200,1633,1012,42.6,1.2866,24.4
18/08/2007,08:00:00,998,-200,11.2,713,-200,-200,-200,1624,1022,36.8,1.3189,27.3
18/08/2007,09:00:00,696,-200,6.5,840,-200,-200,-200,1498,836,35.4,1.4426,29.6
18/08/2007,10:00:00,615,-200,5.7,896,-200,-200,-200,1501,800,28.3,1.5338,34.6
18/08/2007,11:00:00,710,-200,7.0,810,-200,-200,-200,1576,859,32.6,1.6188,33.1
18/08/2007,12:00:00,651,-200,5.6,855,-200,-200,-200,1567,791,33.1,1.6642,33.3
18/08/2007,13:00:00,636,-200,5.5,850,-200,-200,-200,1518,787,30.1,1.6296,34.6
18/08/2007,14:00:00,593,-200,5.4,875,-200,-200,-200,1514,782,29.5,1.6275,34.9
18/08/2007,15:00:00,684,-200,7.0,810,-200,-200,-200,1590,859,28.5,1.6293,35.6
18/08/2007,16:00:00,711,-200,7.4,785,71,83,1.4,1590,875,27.1,1.6226,36.4
18/08/2007,17:00:00,801,-200,9.1,735,78,94,1.7,1650,942,26.2,1.5984,36.8
18/08/2007,18:00:00,770,-200,8.9,759,72,84,1.5,1630,936,26.8,1.6038,36.4
18/08/2007,19:00:00,813,-200,9.2,733,74,90,1.7,1671,947,32.8,1.6527,33.3
18/08/2007,20:00:00,851,-200,8.5,743,70,91,1.6,1683,921,39.5,1.7798,31.3
18/08/2007,21:00:00,823,-200,7.9,738,55,70,1.4,1693,896,44.7,1.8511,29.9
18/08/2007,22:00:00,778,-200,6.1,804,54,75,1.4,1624,816,48.4,1.9186,29.1
18/08/2007,23:00:00,827,-200,6.4,769,53,72,1.4,1686,831,52.9,1.9640,28.0
19/08/2007,00:00:00,753,-200,5.7,800,46,59,1.2,1642,799,53.0,1.9423,27.7
19/08/2007,01:00:00,726,-200,4.4,864,38,48,0.9,1551,730,52.6,1.9202,27.7
19/08/2007,02:00:00,597,-200,2.3,1035,30,41,0.6,1465,608,49.5,1.8782,28.3
19/08/2007,03:00:00,473,-200,1.8,1187,-200,-200,0.4,1444,565,49.0,1.9112,28.8
19/08/2007,04:00:00,463,-200,1.9,1144,16,11,0.5,1464,578,52.5,1.9230,27.7
19/08/2007,05:00:00,526,-200,2.4,1077,12,11,0.5,1494,611,53.0,1.9097,27.5
19/08/2007,06:00:00,712,-200,4.7,862,38,37,0.8,1605,747,54.4,1.9168,27.1
19/08/2007,07:00:00,918,-200,7.8,725,56,72,1.4,1734,889,52.1,1.8936,27.6
19/08/2007,08:00:00,894,-200,7.8,721,57,53,1.2,1697,891,48.5,1.9133,29.0
19/08/2007,09:00:00,710,-200,6.3,803,39,31,1,1612,824,42.9,1.8909,31.0
19/08/2007,10:00:00,737,-200,6.5,793,47,47,1.2,1640,834,39.4,1.8982,32.5
19/08/2007,11:00:00,680,-200,6.1,830,35,33,1.1,1614,816,30.9,1.8934,36.9
19/08/2007,12:00:00,670,-200,6.3,822,44,35,1.2,1606,824,30.6,1.8105,36.2
19/08/2007,13:00:00,654,-200,5.6,858,43,32,1.1,1549,793,27.7,1.7780,37.7
19/08/2007,14:00:00,618,-200,5.8,852,34,23,1,1552,803,27.2,1.6874,37.1
19/08/2007,15:00:00,652,-200,5.4,870,36,27,1,1530,784,24.3,1.7216,39.5
19/08/2007,16:00:00,732,-200,6.8,813,44,32,1.2,1583,849,23.8,1.7127,39.9
19/08/2007,17:00:00,853,-200,9.3,723,63,51,1.7,1688,953,24.3,1.7255,39.6
19/08/2007,18:00:00,821,-200,8.5,735,60,46,1.7,1676,919,29.1,1.8185,37.2
19/08/2007,19:00:00,895,-200,9.3,702,66,62,1.7,1759,952,37.1,1.9264,33.9
19/08/2007,20:00:00,927,-200,7.4,722,68,65,1.7,1748,875,43.6,1.9944,31.6
19/08/2007,21:00:00,857,-200,6.4,757,-200,-200,-200,1677,831,47.3,2.0034,30.3
19/08/2007,22:00:00,869,-200,7.8,723,-200,-200,-200,1702,890,49.1,2.0248,29.8
19/08/2007,23:00:00,725,-200,5.6,809,-200,-200,-200,1638,792,51.7,2.0375,29.0
20/08/2007,00:00:00,665,-200,5.3,810,-200,-200,-200,1608,776,52.1,2.0036,28.5
20/08/2007,01:00:00,680,-200,5.0,807,-200,-200,-200,1619,763,53.7,1.9661,27.7
20/08/2007,02:00:00,605,-200,4.2,859,-200,-200,-200,1562,720,53.5,1.9267,27.4
20/08/2007,03:00:00,427,-200,1.4,1206,-200,-200,-200,1383,539,48.7,1.8720,28.5
20/08/2007,04:00:00,400,-200,1.0,1398,-200,-200,-200,1353,494,48.4,1.8982,28.9
20/08/2007,05:00:00,522,-200,2.4,1075,-200,-200,-200,1484,613,54.8,1.9309,27.1
20/08/2007,06:00:00,703,-200,4.5,873,-200,-200,-200,1595,740,59.0,1.9669,26.1
20/08/2007,07:00:00,965,-200,8.9,683,-200,-200,-200,1792,936,58.0,2.0023,26.7
20/08/2007,08:00:00,1102,-200,12.9,591,-200,-200,-200,1931,1080,54.9,2.0353,27.9
20/08/2007,09:00:00,1058,-200,8.6,701,-200,-200,-200,1753,925,50.5,2.0767,29.7
20/08/2007,10:00:00,906,-200,7.8,747,-200,-200,-200,1690,890,41.4,1.9624,32.2
20/08/2007,11:00:00,844,-200,7.7,777,-200,-200,-200,1665,887,32.2,1.8408,35.6
20/08/2007,12:00:00,763,-200,7.3,772,-200,-200,-200,1632,868,31.4,1.8025,35.7
20/08/2007,13:00:00,555,-200,3.8,919,-200,-200,-200,1537,698,34.9,1.9841,35.5
20/08/2007,14:00:00,520,-200,3.3,960,-200,-200,-200,1522,673,35.5,1.9620,35.0
20/08/2007,15:00:00,508,-200,3.3,964,-200,-200,-200,1508,671,34.6,1.9255,35.1
20/08/2007,16:00:00,545,-200,4.8,876,-200,-200,-200,1561,752,30.5,1.8572,36.8
20/08/2007,17:00:00,584,-200,5.7,840,-200,-200,-200,1607,798,34.7,1.8667,34.5
20/08/2007,18:00:00,590,-200,5.6,845,-200,-200,-200,1619,794,38.1,1.8813,33.0
20/08/2007,19:00:00,610,-200,5.7,836,-200,-200,-200,1607,800,43.1,1.8761,30.8
20/08/2007,20:00:00,689,-200,7.0,767,-200,-200,-200,1634,857,46.9,1.8652,29.1
20/08/2007,21:00:00,713,-200,6.8,763,-200,-200,-200,1657,848,49.8,1.8795,28.2
20/08/2007,22:00:00,785,-200,8.3,717,-200,-200,-200,1685,913,50.4,1.8230,27.5
20/08/2007,23:00:00,754,-200,6.9,767,-200,-200,-200,1632,851,49.1,1.7503,27.3
21/08/2007,00:00:00,653,-200,6.0,824,-200,-200,-200,1563,814,46.7,1.6121,26.7
21/08/2007,01:00:00,575,-200,5.4,863,-200,-200,-200,1502,783,45.0,1.4913,26.0
21/08/2007,02:00:00,537,-200,3.9,927,-200,-200,-200,1407,707,47.3,1.4771,25.0
21/08/2007,03:00:00,413,-200,2.0,1150,-200,-200,-200,1300,587,44.3,1.4032,25.3
21/08/2007,04:00:00,417,-200,2.2,1137,-200,-200,-200,1320,597,46.3,1.3857,24.3
21/08/2007,05:00:00,486,-200,3.0,1058,-200,-200,-200,1332,653,43.4,1.3347,24.8
21/08/2007,06:00:00,532,-200,3.5,1088,-200,-200,-200,1342,682,40.6,1.2327,24.5
21/08/2007,07:00:00,542,-200,3.8,1017,-200,-200,-200,1331,698,36.9,1.1991,25.7
21/08/2007,08:00:00,459,-200,3.2,1061,-200,-200,-200,1323,664,35.0,1.2175,26.8
21/08/2007,09:00:00,415,-200,2.6,1131,-200,-200,-200,1309,624,34.9,1.3008,28.0
21/08/2007,10:00:00,457,-200,3.5,1031,-200,-200,-200,1368,681,34.1,1.3445,29.0
21/08/2007,11:00:00,429,-200,3.1,1086,-200,-200,-200,1332,657,30.8,1.3155,30.4
21/08/2007,12:00:00,428,-200,3.1,1113,-200,-200,-200,1328,658,26.3,1.2523,32.4
21/08/2007,13:00:00,423,-200,3.0,1120,-200,-200,-200,1336,653,28.9,1.2770,31.0
21/08/2007,14:00:00,410,-200,2.2,1171,-200,-200,-200,1314,601,33.1,1.3220,29.3
21/08/2007,15:00:00,437,-200,3.0,1142,-200,-200,-200,1354,649,35.2,1.2334,26.9
21/08/2007,16:00:00,520,-200,3.5,1023,-200,-200,-200,1368,684,34.2,1.2802,28.1
21/08/2007,17:00:00,461,-200,3.7,1060,-200,-200,-200,1328,696,29.4,1.1298,28.5
21/08/2007,18:00:00,571,-200,5.4,958,-200,-200,-200,1395,782,31.0,1.1110,27.3
21/08/2007,19:00:00,866,-200,8.9,808,-200,-200,-200,1535,936,36.2,1.1562,25.4
21/08/2007,20:00:00,841,-200,7.8,831,-200,-200,-200,1474,890,38.0,1.1580,24.6
21/08/2007,21:00:00,706,-200,5.6,941,-200,-200,-200,1425,791,41.6,1.2467,24.3
21/08/2007,22:00:00,703,-200,5.2,944,-200,-200,-200,1426,773,40.8,1.2696,24.9
21/08/2007,23:00:00,775,-200,6.7,878,-200,-200,-200,1483,845,44.7,1.3019,23.8
22/08/2007,00:00:00,830,-200,8.0,809,-200,-200,-200,1549,900,49.8,1.3670,22.8
22/08/2007,01:00:00,808,-200,6.4,868,-200,-200,-200,1492,832,49.4,1.3568,22.8
22/08/2007,02:00:00,815,-200,5.2,868,-200,-200,-200,1486,774,57.4,1.4037,20.9
22/08/2007,03:00:00,897,-200,5.1,856,-200,-200,-200,1492,767,60.6,1.4470,20.5
22/08/2007,04:00:00,836,-200,4.0,917,-200,-200,-200,1426,713,63.7,1.4396,19.6
22/08/2007,05:00:00,774,-200,3.7,935,-200,-200,-200,1415,694,64.5,1.4394,19.4
22/08/2007,06:00:00,698,-200,2.8,1038,-200,-200,-200,1389,638,67.4,1.4302,18.6
22/08/2007,07:00:00,800,-200,4.5,936,-200,-200,-200,1455,735,63.7,1.4419,19.6
22/08/2007,08:00:00,771,-200,4.7,911,-200,-200,-200,1448,746,56.4,1.4496,21.7
22/08/2007,09:00:00,798,-200,6.0,830,-200,-200,-200,1519,814,47.4,1.4978,25.2
22/08/2007,10:00:00,755,-200,5.8,842,-200,-200,-200,1512,805,34.1,1.4577,30.4
22/08/2007,11:00:00,657,-200,5.2,899,-200,-200,-200,1407,775,25.1,1.2665,33.4
22/08/2007,12:00:00,537,-200,4.6,1009,-200,-200,-200,1305,742,18.2,1.0376,35.5
22/08/2007,13:00:00,390,-200,2.1,1286,-200,-200,-200,1127,589,15.7,0.8757,35.1
22/08/2007,14:00:00,368,-200,1.8,1326,-200,-200,-200,1110,570,17.1,0.8592,33.3
22/08/2007,15:00:00,391,-200,2.8,1224,-200,-200,-200,1084,640,11.8,0.7107,36.6
22/08/2007,16:00:00,413,-200,3.6,1212,-200,-200,-200,1104,686,10.0,0.6591,38.3
22/08/2007,17:00:00,435,-200,4.0,1163,-200,-200,-200,1144,713,10.9,0.6846,37.3
22/08/2007,18:00:00,535,-200,5.3,999,-200,-200,-200,1347,779,20.0,1.0817,34.6
22/08/2007,19:00:00,663,-200,7.4,851,-200,-200,-200,1447,874,28.2,1.2040,30.4
22/08/2007,20:00:00,830,-200,8.0,782,-200,-200,-200,1493,900,34.3,1.2821,28.1
22/08/2007,21:00:00,911,-200,7.4,773,-200,-200,-200,1500,876,36.6,1.2484,26.5
22/08/2007,22:00:00,848,-200,6.1,826,-200,-200,-200,1454,818,38.5,1.2548,25.7
22/08/2007,23:00:00,799,-200,5.5,856,-200,-200,-200,1428,790,41.6,1.2751,24.7
23/08/2007,00:00:00,921,-200,6.2,817,-200,-200,-200,1462,820,45.4,1.3067,23.6
23/08/2007,01:00:00,762,-200,4.4,903,-200,-200,-200,1392,733,46.3,1.3134,23.4
23/08/2007,02:00:00,661,-200,3.4,995,-200,-200,-200,1348,675,51.6,1.3171,21.6
23/08/2007,03:00:00,597,-200,2.4,1065,-200,-200,-200,1321,613,53.3,1.3280,21.2
23/08/2007,04:00:00,616,-200,2.0,1105,-200,-200,-200,1306,582,55.1,1.3237,20.6
23/08/2007,05:00:00,596,-200,2.0,1093,-200,-200,-200,1288,583,49.6,1.3022,22.1
23/08/2007,06:00:00,649,-200,3.8,997,-200,-200,-200,1384,701,51.6,1.2784,21.1
23/08/2007,07:00:00,792,-200,7.6,810,-200,-200,-200,1486,881,48.6,1.2556,21.8
23/08/2007,08:00:00,1080,-200,14.9,638,-200,-200,-200,1766,1146,49.1,1.2602,21.7
23/08/2007,09:00:00,1087,-200,12.0,702,-200,111,2,1659,1051,41.7,1.3243,25.3
23/08/2007,10:00:00,983,-200,9.2,764,-200,-200,-200,1572,947,30.9,1.3096,30.3
23/08/2007,11:00:00,826,-200,8.2,822,83,86,1.6,1466,908,24.9,1.2269,32.9
23/08/2007,12:00:00,632,-200,5.9,912,64,57,1.3,1408,808,23.5,1.2541,34.4
23/08/2007,13:00:00,532,-200,4.7,955,50,39,1,1344,748,22.5,1.1974,34.3
23/08/2007,14:00:00,496,-200,4.1,1005,53,41,0.9,1305,716,21.6,1.0927,33.4
23/08/2007,15:00:00,513,-200,4.9,979,57,47,1,1314,760,18.4,1.0827,36.1
23/08/2007,16:00:00,512,-200,5.2,979,55,45,1.1,1258,775,15.4,0.9692,37.3
23/08/2007,17:00:00,615,-200,7.5,880,70,60,1.5,1363,878,16.2,0.9922,36.8
23/08/2007,18:00:00,600,-200,7.4,856,68,51,1.5,1406,875,20.9,1.1463,34.9
23/08/2007,19:00:00,634,-200,7.8,813,73,53,1.6,1442,891,26.5,1.1603,30.8
23/08/2007,20:00:00,830,-200,8.6,758,92,72,1.7,1480,926,28.3,1.1078,28.9
23/08/2007,21:00:00,871,-200,6.5,808,80,62,1.4,1410,837,30.7,1.0790,27.0
23/08/2007,22:00:00,787,-200,6.8,819,60,41,1.2,1371,846,30.6,1.0459,26.6
23/08/2007,23:00:00,841,-200,5.7,845,49,32,1.1,1355,797,33.1,1.0955,26.0
24/08/2007,00:00:00,862,-200,5.8,852,53,44,1.1,1400,801,37.9,1.1204,24.1
24/08/2007,01:00:00,881,-200,5.7,844,50,29,1.2,1409,799,43.1,1.1396,22.2
24/08/2007,02:00:00,709,-200,3.2,982,34,18,0.7,1265,663,41.3,1.1284,22.8
24/08/2007,03:00:00,602,-200,2.1,1099,-200,-200,0.5,1245,590,43.8,1.0880,21.2
24/08/2007,04:00:00,492,-200,1.7,1181,21,12,0.4,1208,563,42.6,1.0907,21.7
24/08/2007,05:00:00,592,-200,2.8,1057,48,39,0.7,1270,642,47.1,1.1021,20.2
24/08/2007,06:00:00,824,-200,5.7,866,71,83,1.1,1392,798,47.8,1.1093,20.1
24/08/2007,07:00:00,1014,-200,10.0,725,94,149,1.6,1515,977,45.5,1.0925,20.6
24/08/2007,08:00:00,1208,-200,14.5,630,118,216,2.3,1662,1133,41.1,1.0979,22.4
24/08/2007,09:00:00,1178,-200,9.9,714,105,153,1.6,1509,973,36.6,1.1430,25.0
24/08/2007,10:00:00,1176,-200,11.2,714,122,177,2,1549,1021,26.2,1.0891,29.9
24/08/2007,11:00:00,891,-200,8.3,800,121,126,1.6,1441,911,21.8,1.0714,32.9
24/08/2007,12:00:00,731,-200,9.5,787,115,96,1.6,1438,959,17.9,0.9900,35.0
24/08/2007,13:00:00,626,-200,7.1,875,107,92,1.3,1363,862,18.2,0.9832,34.6
24/08/2007,14:00:00,553,-200,6.0,896,86,75,1,1343,811,22.8,1.1781,33.8
24/08/2007,15:00:00,770,-200,9.1,770,118,109,1.6,1509,943,19.5,1.1539,36.3
24/08/2007,16:00:00,938,-200,10.4,723,129,133,2,1549,994,17.9,1.1810,38.3
24/08/2007,17:00:00,716,-200,8.7,757,90,87,1.7,1520,927,20.9,1.2864,36.9
24/08/2007,18:00:00,714,-200,9.0,728,87,80,1.7,1568,938,30.0,1.5600,33.9
24/08/2007,19:00:00,702,-200,6.8,737,65,70,1.4,1604,850,43.4,1.7988,29.8
24/08/2007,20:00:00,687,-200,5.2,749,61,67,1.3,1568,773,50.4,1.8274,27.5
24/08/2007,21:00:00,739,-200,5.7,740,62,66,1.3,1604,800,50.4,1.8284,27.5
24/08/2007,22:00:00,867,-200,6.9,704,85,97,1.6,1639,852,48.0,1.7933,28.1
24/08/2007,23:00:00,927,-200,7.8,677,83,90,1.8,1678,893,49.6,1.7299,26.9
25/08/2007,00:00:00,872,-200,6.8,729,84,99,1.5,1609,849,48.0,1.5899,26.0
25/08/2007,01:00:00,848,-200,6.3,756,71,71,1.3,1559,825,50.6,1.5747,24.9
25/08/2007,02:00:00,777,-200,4.7,823,62,59,1.1,1464,749,53.2,1.5418,23.7
25/08/2007,03:00:00,513,-200,2.0,1102,-200,-200,0.5,1363,584,50.9,1.5416,24.5
25/08/2007,04:00:00,651,-200,3.6,908,40,26,0.6,1439,686,56.1,1.5492,22.9
25/08/2007,05:00:00,774,-200,4.4,883,50,47,0.7,1493,730,55.5,1.5636,23.3
25/08/2007,06:00:00,982,-200,6.4,784,78,108,1.1,1581,829,54.2,1.5583,23.6
25/08/2007,07:00:00,1175,-200,11.9,631,89,160,1.9,1815,1047,52.9,1.6430,24.9
25/08/2007,08:00:00,1390,-200,21.0,499,106,204,3.5,2143,1325,50.8,1.7166,26.4
25/08/2007,09:00:00,1352,-200,15.6,557,107,193,2.9,1938,1168,47.4,1.7753,28.1
25/08/2007,10:00:00,1152,-200,12.1,623,93,146,2.2,1835,1053,43.2,1.8230,30.2
25/08/2007,11:00:00,1022,-200,9.3,687,95,126,2,1729,951,41.9,1.8710,31.2
25/08/2007,12:00:00,922,-200,8.7,707,78,90,1.7,1715,927,36.0,1.8692,33.9
25/08/2007,13:00:00,825,-200,7.9,736,76,84,1.6,1648,894,34.1,1.7754,33.9
25/08/2007,14:00:00,630,-200,6.2,811,66,60,1.3,1535,820,30.6,1.6402,34.4
25/08/2007,15:00:00,621,-200,6.3,808,71,66,1.3,1544,826,28.5,1.6034,35.3
25/08/2007,16:00:00,602,-200,6.0,808,61,57,1.3,1520,814,28.3,1.6851,36.3
25/08/2007,17:00:00,668,-200,7.9,733,73,71,1.6,1592,897,29.4,1.6577,35.3
25/08/2007,18:00:00,564,-200,5.8,821,54,51,1.3,1504,802,34.1,1.6453,32.5
25/08/2007,19:00:00,581,-200,6.3,793,53,49,1.4,1541,824,42.1,1.6695,29.1
25/08/2007,20:00:00,604,-200,6.0,804,69,59,1.4,1434,811,35.6,1.3116,27.8
25/08/2007,21:00:00,590,-200,6.3,853,77,66,1.3,1346,824,30.0,1.0542,27.0
25/08/2007,22:00:00,650,-200,6.8,804,83,72,1.4,1479,849,37.3,1.2555,26.3
25/08/2007,23:00:00,745,-200,7.0,792,94,89,1.5,1474,855,40.8,1.2877,25.2
26/08/2007,00:00:00,821,-200,7.0,753,84,75,1.5,1485,857,43.3,1.2973,24.3
26/08/2007,01:00:00,656,-200,5.0,879,55,38,0.9,1388,763,45.3,1.2794,23.3
26/08/2007,02:00:00,520,-200,2.8,1048,35,24,0.6,1276,637,44.0,1.3034,24.1
26/08/2007,03:00:00,493,-200,2.1,1122,-200,-200,0.5,1257,590,44.8,1.3061,23.8
26/08/2007,04:00:00,487,-200,1.7,1189,31,19,-200,1231,560,47.7,1.3232,23.0
26/08/2007,05:00:00,595,-200,2.8,1070,45,40,0.5,1293,640,46.7,1.3501,23.7
26/08/2007,06:00:00,-200,-200,-200.0,-200,59,63,1,-200,-200,-200,-200,-200
26/08/2007,07:00:00,-200,-200,-200.0,-200,83,121,1.9,-200,-200,-200,-200,-200
26/08/2007,08:00:00,-200,-200,-200.0,-200,90,143,2.6,-200,-200,-200,-200,-200
26/08/2007,09:00:00,-200,-200,-200.0,-200,87,104,1.7,-200,-200,-200,-200,-200
26/08/2007,10:00:00,-200,-200,-200.0,-200,83,111,1.7,-200,-200,-200,-200,-200
26/08/2007,11:00:00,-200,-200,-200.0,-200,71,83,1.4,-200,-200,-200,-200,-200
26/08/2007,12:00:00,-200,-200,-200.0,-200,77,90,1.6,-200,-200,-200,-200,-200
26/08/2007,13:00:00,-200,-200,-200.0,-200,75,82,1.3,-200,-200,-200,-200,-200
26/08/2007,14:00:00,-200,-200,-200.0,-200,52,48,0.9,-200,-200,-200,-200,-200
26/08/2007,15:00:00,-200,-200,-200.0,-200,76,89,1.4,-200,-200,-200,-200,-200
26/08/2007,16:00:00,-200,-200,-200.0,-200,60,58,1,-200,-200,-200,-200,-200
26/08/2007,17:00:00,-200,-200,-200.0,-200,99,129,2.2,-200,-200,-200,-200,-200
26/08/2007,18:00:00,-200,-200,-200.0,-200,88,103,1.9,-200,-200,-200,-200,-200
26/08/2007,19:00:00,-200,-200,-200.0,-200,91,115,2.1,-200,-200,-200,-200,-200
26/08/2007,20:00:00,-200,-200,-200.0,-200,91,108,1.7,-200,-200,-200,-200,-200
26/08/2007,21:00:00,-200,-200,-200.0,-200,68,60,1,-200,-200,-200,-200,-200
26/08/2007,22:00:00,-200,-200,-200.0,-200,71,68,1.1,-200,-200,-200,-200,-200
26/08/2007,23:00:00,-200,-200,-200.0,-200,49,36,0.7,-200,-200,-200,-200,-200
27/08/2007,00:00:00,-200,-200,-200.0,-200,71,81,1.3,-200,-200,-200,-200,-200
27/08/2007,01:00:00,-200,-200,-200.0,-200,76,91,1.3,-200,-200,-200,-200,-200
27/08/2007,02:00:00,-200,-200,-200.0,-200,67,65,1,-200,-200,-200,-200,-200
27/08/2007,03:00:00,-200,-200,-200.0,-200,-200,-200,0.7,-200,-200,-200,-200,-200
27/08/2007,04:00:00,-200,-200,-200.0,-200,58,46,0.6,-200,-200,-200,-200,-200
27/08/2007,05:00:00,-200,-200,-200.0,-200,53,71,0.7,-200,-200,-200,-200,-200
27/08/2007,06:00:00,-200,-200,-200.0,-200,52,92,1.1,-200,-200,-200,-200,-200
27/08/2007,07:00:00,-200,-200,-200.0,-200,68,201,2.4,-200,-200,-200,-200,-200
27/08/2007,08:00:00,-200,-200,-200.0,-200,69,169,2.4,-200,-200,-200,-200,-200
27/08/2007,09:00:00,-200,-200,-200.0,-200,83,158,2.3,-200,-200,-200,-200,-200
27/08/2007,10:00:00,-200,-200,-200.0,-200,99,147,2.2,-200,-200,-200,-200,-200
27/08/2007,11:00:00,-200,-200,-200.0,-200,101,119,1.8,-200,-200,-200,-200,-200
27/08/2007,12:00:00,-200,-200,-200.0,-200,104,114,2,-200,-200,-200,-200,-200
27/08/2007,13:00:00,-200,-200,-200.0,-200,89,92,1.5,-200,-200,-200,-200,-200
27/08/2007,14:00:00,-200,-200,-200.0,-200,88,82,1.4,-200,-200,-200,-200,-200
27/08/2007,15:00:00,-200,-200,-200.0,-200,89,85,1.5,-200,-200,-200,-200,-200
27/08/2007,16:00:00,-200,-200,-200.0,-200,92,96,1.6,-200,-200,-200,-200,-200
27/08/2007,17:00:00,-200,-200,-200.0,-200,109,104,1.9,-200,-200,-200,-200,-200
27/08/2007,18:00:00,-200,-200,-200.0,-200,107,101,2,-200,-200,-200,-200,-200
27/08/2007,19:00:00,-200,-200,-200.0,-200,116,128,2.3,-200,-200,-200,-200,-200
27/08/2007,20:00:00,-200,-200,-200.0,-200,124,147,2.4,-200,-200,-200,-200,-200
27/08/2007,21:00:00,-200,-200,-200.0,-200,112,115,1.8,-200,-200,-200,-200,-200
27/08/2007,22:00:00,-200,-200,-200.0,-200,99,97,1.7,-200,-200,-200,-200,-200
27/08/2007,23:00:00,-200,-200,-200.0,-200,85,74,1.2,-200,-200,-200,-200,-200
28/08/2007,00:00:00,-200,-200,-200.0,-200,69,50,0.8,-200,-200,-200,-200,-200
28/08/2007,01:00:00,-200,-200,-200.0,-200,58,41,0.7,-200,-200,-200,-200,-200
28/08/2007,02:00:00,-200,-200,-200.0,-200,49,36,0.6,-200,-200,-200,-200,-200
28/08/2007,03:00:00,796,-200,3.8,912,-200,-200,0.6,1361,699,59.3,1.3505,19.8
28/08/2007,04:00:00,714,-200,2.5,1015,56,40,0.6,1322,621,59.3,1.3681,20.0
28/08/2007,05:00:00,584,-200,1.7,1145,33,25,0.4,1255,559,48.6,1.3077,22.5
28/08/2007,06:00:00,676,-200,3.4,975,39,38,0.5,1303,676,57.0,1.2739,19.5
28/08/2007,07:00:00,685,-200,4.3,921,43,38,0.7,1330,726,56.1,1.2651,19.6
28/08/2007,08:00:00,894,-200,7.1,767,62,75,1.2,1483,861,53.3,1.2870,20.7
28/08/2007,09:00:00,977,-200,8.3,744,81,104,1.7,1512,913,41.8,1.2839,24.7
28/08/2007,10:00:00,1034,-200,9.1,733,102,134,1.8,1570,945,30.5,1.2616,29.9
28/08/2007,11:00:00,737,-200,7.7,829,86,85,1.5,1478,887,27.2,1.2933,32.3
28/08/2007,12:00:00,660,-200,7.2,828,37,30,1.2,1468,867,24.5,1.3021,34.3
28/08/2007,13:00:00,581,-200,5.8,886,64,49,1.1,1361,805,22.5,1.1398,33.4
28/08/2007,14:00:00,456,-200,3.5,1020,-200,-200,-200,1294,684,22.8,1.1069,32.7
28/08/2007,15:00:00,483,-200,4.7,953,-200,-200,-200,1332,749,20.5,1.1028,34.5
28/08/2007,16:00:00,575,-200,6.7,877,-200,-200,-200,1379,845,20.3,1.1800,35.9
28/08/2007,17:00:00,707,-200,8.9,786,-200,-200,-200,1481,934,23.0,1.3323,35.8
28/08/2007,18:00:00,628,-200,8.0,775,-200,-200,-200,1502,901,29.0,1.4797,33.5
28/08/2007,19:00:00,747,-200,9.0,690,-200,-200,-200,1613,938,39.6,1.6324,29.8
28/08/2007,20:00:00,733,-200,7.1,727,-200,-200,-200,1539,862,43.1,1.6004,27.9
28/08/2007,21:00:00,847,-200,8.8,685,-200,-200,-200,1648,932,44.5,1.5885,27.3
28/08/2007,22:00:00,895,-200,8.4,697,-200,-200,-200,1617,914,47.6,1.5806,26.0
28/08/2007,23:00:00,995,-200,9.3,646,-200,-200,-200,1690,952,52.9,1.6765,25.3
29/08/2007,00:00:00,846,-200,6.4,714,-200,-200,-200,1592,829,56.3,1.7026,24.5
29/08/2007,01:00:00,882,-200,6.9,699,-200,-200,-200,1605,853,59.8,1.7141,23.5
29/08/2007,02:00:00,909,-200,7.3,711,-200,-200,-200,1580,871,62.6,1.6945,22.6
29/08/2007,03:00:00,851,-200,5.9,768,-200,-200,-200,1537,808,64.6,1.6721,21.8
29/08/2007,04:00:00,766,-200,4.8,809,-200,-200,-200,1529,753,66.9,1.6454,21.0
29/08/2007,05:00:00,765,-200,3.5,843,-200,-200,-200,1476,681,66.4,1.6468,21.2
29/08/2007,06:00:00,752,-200,3.0,897,-200,-200,-200,1463,654,66.5,1.6344,21.0
29/08/2007,07:00:00,716,-200,2.8,947,-200,-200,-200,1445,637,64.1,1.6043,21.3
29/08/2007,08:00:00,825,-200,4.8,809,-200,-200,-200,1518,756,58.1,1.5856,22.7
29/08/2007,09:00:00,691,-200,3.9,859,-200,-200,-200,1460,705,51.8,1.6304,25.1
29/08/2007,10:00:00,761,-200,6.9,776,-200,-200,-200,1561,854,39.0,1.5868,29.5
29/08/2007,11:00:00,710,-200,6.8,800,-200,-200,-200,1511,849,31.8,1.5128,32.3
29/08/2007,12:00:00,567,-200,5.0,872,-200,-200,-200,1435,763,28.9,1.4792,33.6
29/08/2007,13:00:00,493,-200,4.0,956,-200,-200,-200,1377,710,28.2,1.3116,31.9
29/08/2007,14:00:00,477,-200,3.5,982,-200,-200,-200,1343,684,25.9,1.2437,32.5
29/08/2007,15:00:00,502,-200,4.1,955,-200,-200,-200,1352,715,23.4,1.2307,34.1
29/08/2007,16:00:00,568,-200,5.4,898,-200,-200,-200,1397,783,21.4,1.2664,36.2
